timestamp,src_type,provider_name,event_id,task_info,process_id,thread_id,ppid,pid,targetpid,targettid,message,filepath,cachename,result,vname,sigseq,sigsha,commandline,firstparam,secondparam,stackbase,stacklimit,startaddr,subprocesstag,tebbase,threadid,userstackbase,userstacklimit,win32startaddr,as version,av version,engine version,createattributes,createoptions,fileobject,irp,issuingthreadid,shareaccess,filekey,desiredaccess,returncode,accessmask,washardened,connid,daddr,dport,saddr,seqnum,size,sport,mss,rcvwin,rcvwinscale,sackopt,sndwinscale,tsopt,wsopt,baseaddress,bytescopied,callingprocesscreatetime,callingprocessid,callingprocessprotection,callingprocesssectionsignaturelevel,callingprocesssignaturelevel,callingprocessstartkey,callingthreadcreatetime,callingthreadid,operationstatus,targetprocesscreatetime,targetprocessprotection,targetprocesssectionsignaturelevel,targetprocesssignaturelevel,targetprocessstartkey,classification,eventtype,fileid,fileusn,info,scansource,engineid,first resource path,first resource type,flags,id,resource count,scan source,threadtime,type,startqpc,lastprotectionmask,originalprocesscreatetime,originalprocessid,originalprocessprotection,originalprocesssectionsignaturelevel,originalprocesssignaturelevel,originalprocessstartkey,protectionmask,regionsize,allocationtype,cycletime,process,reason,devicename,devicenamelength,drivername,drivernamelength,actionstatus,allsigseqs,allsigshas,determination,enginereportguid,etwdatareporttype,extradatajson,islatent,ispassivemode,processcommandline,processcreationtime,processpath,realpath,reporttype,resourcedata,resourceschema,rtpprocesscreationtime,rtpprocessid,scantype,sha1,sha256,threatname,vpath
"2025-09-19 13:34:46.6580120Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreateInfo "," 1648 MsMpEng.exe",8700,,,,,,"C:\ProgramData\Microsoft\Windows\Start Menu\Programs\System Tools\Task Manager.lnk",,,,,,,,,,,,,,,,,,,,,,,,,,,18446612156234023280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 13:34:46.6581600Z","ETW","Microsoft-Antimalware-Engine",30,"UfsScanFileTaskStart "," 1648 MsMpEng.exe",8700,,,,,,"C:\\ProgramData\Microsoft\Windows\Start Menu\Programs\System Tools\Task Manager.lnk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140711430651904,,,,,,,7656250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 13:34:46.6609940Z","ETW","Microsoft-Antimalware-Engine",31,"UfsScanFileTaskStop "," 1648 MsMpEng.exe",8700,,,,,,"C:\\ProgramData\Microsoft\Windows\Start Menu\Programs\System Tools\Task Manager.lnk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140711430651904,,,,,,,7656250,,7664476271242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 13:34:46.6611534Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreateInfo "," 1648 MsMpEng.exe",8700,,,,,,"C:\ProgramData\Microsoft\Windows\Start Menu\Programs\VMware",,,,,,,,,,,,,,,,,,,,,,,,,,,18446612156353215232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 13:34:46.6612877Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreateInfo "," 1648 MsMpEng.exe",8700,,,,,,"C:\ProgramData\Microsoft\Windows\Start Menu\Programs\VMware\VMware Tools",,,,,,,,,,,,,,,,,,,,,,,,,,,18446612156193598208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 13:34:46.6614101Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreateInfo "," 1648 MsMpEng.exe",8700,,,,,,"C:\ProgramData\Microsoft\Windows\Start Menu\Programs\VMware\VMware Tools\start VM Statistics Logging.lnk",,,,,,,,,,,,,,,,,,,,,,,,,,,18446612156271436144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 13:34:46.6615944Z","ETW","Microsoft-Antimalware-Engine",30,"UfsScanFileTaskStart "," 1648 MsMpEng.exe",8700,,,,,,"C:\\ProgramData\Microsoft\Windows\Start Menu\Programs\VMware\VMware Tools\start VM Statistics Logging.lnk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140711430651904,,,,,,,7656250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 13:34:46.6645556Z","ETW","Microsoft-Antimalware-Engine",31,"UfsScanFileTaskStop "," 1648 MsMpEng.exe",8700,,,,,,"C:\\ProgramData\Microsoft\Windows\Start Menu\Programs\VMware\VMware Tools\start VM Statistics Logging.lnk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140711430651904,,,,,,,7656250,,7664476305574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 13:34:46.6646706Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreateInfo "," 1648 MsMpEng.exe",8700,,,,,,"C:\Windows\System32\perfmon.msc",,,,,,,,,,,,,,,,,,,,,,,,,,,18446612156229218672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 13:34:46.6649051Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreateInfo "," 1648 MsMpEng.exe",8700,,,,,,"C:\Windows\SysWOW64\perfmon.msc",,,,,,,,,,,,,,,,,,,,,,,,,,,18446612156396355952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 13:34:46.6651852Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreateInfo "," 1648 MsMpEng.exe",8700,,,,,,"C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Windows PowerShell",,,,,,,,,,,,,,,,,,,,,,,,,,,18446612156254825216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 13:34:46.6652911Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreateInfo "," 1648 MsMpEng.exe",8700,,,,,,"C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Windows PowerShell\desktop.ini",,,,,,,,,,,,,,,,,,,,,,,,,,,18446612156351050096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 13:34:46.6654090Z","ETW","Microsoft-Antimalware-Engine",30,"UfsScanFileTaskStart "," 1648 MsMpEng.exe",8700,,,,,,"C:\\ProgramData\Microsoft\Windows\Start Menu\Programs\Windows PowerShell\desktop.ini",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140711430651904,,,,,,,7656250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 13:34:46.6668282Z","ETW","Microsoft-Antimalware-Engine",31,"UfsScanFileTaskStop "," 1648 MsMpEng.exe",8700,,,,,,"C:\\ProgramData\Microsoft\Windows\Start Menu\Programs\Windows PowerShell\desktop.ini",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140711430651904,,,,,,,7656250,,7664476343729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 13:34:46.6669514Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreateInfo "," 1648 MsMpEng.exe",8700,,,,,,"C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Windows PowerShell\Windows PowerShell ISE (x86).lnk",,,,,,,,,,,,,,,,,,,,,,,,,,,18446612156314382704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 13:34:46.6671093Z","ETW","Microsoft-Antimalware-Engine",30,"UfsScanFileTaskStart "," 1648 MsMpEng.exe",8700,,,,,,"C:\\ProgramData\Microsoft\Windows\Start Menu\Programs\Windows PowerShell\Windows PowerShell ISE (x86).lnk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140711430651904,,,,,,,7656250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 13:34:46.6691610Z","ETW","Microsoft-Antimalware-Engine",31,"UfsScanFileTaskStop "," 1648 MsMpEng.exe",8700,,,,,,"C:\\ProgramData\Microsoft\Windows\Start Menu\Programs\Windows PowerShell\Windows PowerShell ISE (x86).lnk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140711430651904,,,,,,,7656250,,7664476360735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 13:34:46.6692844Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreateInfo "," 1648 MsMpEng.exe",8700,,,,,,"C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Windows PowerShell\Windows PowerShell ISE.lnk",,,,,,,,,,,,,,,,,,,,,,,,,,,18446612156419887472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 13:34:46.6694488Z","ETW","Microsoft-Antimalware-Engine",30,"UfsScanFileTaskStart "," 1648 MsMpEng.exe",8700,,,,,,"C:\\ProgramData\Microsoft\Windows\Start Menu\Programs\Windows PowerShell\Windows PowerShell ISE.lnk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140711430651904,,,,,,,7656250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 13:34:46.6715896Z","ETW","Microsoft-Antimalware-Engine",31,"UfsScanFileTaskStop "," 1648 MsMpEng.exe",8700,,,,,,"C:\\ProgramData\Microsoft\Windows\Start Menu\Programs\Windows PowerShell\Windows PowerShell ISE.lnk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140711430651904,,,,,,,7656250,,7664476384130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 13:34:46.6764239Z","ETW","Microsoft-Windows-Kernel-File",30,"CreateNewFileInfo "," 1648 MsMpEng.exe",8700,,,,,,"C:\Windows\Temp\01dc296a2a452087",,,,,,,,,,,,,,,,,,,,,128,33570848,18446714964359588352,18446714964313090824,8700,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 13:34:46.6764365Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreateInfo "," 1648 MsMpEng.exe",8700,,,,,,"C:\Windows\Temp\01dc296a2a452087",,,,,,,,,,,,,,,,,,,,,,,,,,,18446612156187902320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 13:34:46.7756821Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreateInfo "," 1648 MsMpEng.exe",8700,,,,,,"C:\Windows\SysWOW64\credssp.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,18446612156466438512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 13:34:46.7773981Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreateInfo "," 1648 MsMpEng.exe",8700,,,,,,"C:\Windows\System32\userinit.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,18446612156277660512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 13:34:46.7778915Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreateInfo "," 1648 MsMpEng.exe",8700,,,,,,"C:\Windows\Tasks\SA.DAT",,,,,,,,,,,,,,,,,,,,,,,,,,,18446612156276806000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 13:34:46.7914862Z","ETW","Microsoft-Antimalware-Engine",30,"UfsScanFileTaskStart "," 1648 MsMpEng.exe",8700,,,,,,"C:\\Windows\Tasks\SA.DAT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140711430651904,,,,,,,8593750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 13:34:46.7920698Z","ETW","Microsoft-Antimalware-Engine",31,"UfsScanFileTaskStop "," 1648 MsMpEng.exe",8700,,,,,,"C:\\Windows\Tasks\SA.DAT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140711430651904,,,,,,,8593750,,7664477604471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 13:34:46.7924023Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreateInfo "," 1648 MsMpEng.exe",8700,,,,,,"C:\Windows\SysWOW64\Tasks",,,,,,,,,,,,,,,,,,,,,,,,,,,18446612156174816784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 13:34:46.7926837Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreateInfo "," 1648 MsMpEng.exe",8700,,,,,,"C:\Windows\System32\Tasks\Microsoft\OneCore",,,,,,,,,,,,,,,,,,,,,,,,,,,18446612156186412800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 13:34:46.7927535Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreateInfo "," 1648 MsMpEng.exe",8700,,,,,,"C:\Windows\System32\Tasks\Microsoft\OneCore\DirectX",,,,,,,,,,,,,,,,,,,,,,,,,,,18446612156415666944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 13:34:46.7929921Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreateInfo "," 1648 MsMpEng.exe",8700,,,,,,"C:\Windows\System32\Tasks\Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319",,,,,,,,,,,,,,,,,,,,,,,,,,,18446612156383814000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 13:34:46.7931248Z","ETW","Microsoft-Antimalware-Engine",30,"UfsScanFileTaskStart "," 1648 MsMpEng.exe",8700,,,,,,"C:\\Windows\System32\Tasks\Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140711430651904,,,,,,,8593750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 13:34:46.7984550Z","ETW","Microsoft-Antimalware-Engine",31,"UfsScanFileTaskStop "," 1648 MsMpEng.exe",8700,,,,,,"C:\\Windows\System32\Tasks\Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140711430651904,,,,,,,8750000,,7664477620881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 13:34:46.7986567Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreateInfo "," 1648 MsMpEng.exe",8700,,,,,,"C:\Windows\System32\Tasks\Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319 64",,,,,,,,,,,,,,,,,,,,,,,,,,,18446612156347150704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 13:34:46.7988288Z","ETW","Microsoft-Antimalware-Engine",30,"UfsScanFileTaskStart "," 1648 MsMpEng.exe",8700,,,,,,"C:\\Windows\System32\Tasks\Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319 64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140711430651904,,,,,,,8750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 13:34:46.8032691Z","ETW","Microsoft-Antimalware-Engine",31,"UfsScanFileTaskStop "," 1648 MsMpEng.exe",8700,,,,,,"C:\\Windows\System32\Tasks\Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319 64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140711430651904,,,,,,,8750000,,7664477677924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 13:34:46.8034719Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreateInfo "," 1648 MsMpEng.exe",8700,,,,,,"C:\Windows\System32\Tasks\Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319 64 Critical",,,,,,,,,,,,,,,,,,,,,,,,,,,18446612156190183792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 13:34:46.8036146Z","ETW","Microsoft-Antimalware-Engine",30,"UfsScanFileTaskStart "," 1648 MsMpEng.exe",8700,,,,,,"C:\\Windows\System32\Tasks\Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319 64 Critical",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140711430651904,,,,,,,8750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 13:34:46.8100657Z","ETW","Microsoft-Antimalware-Engine",31,"UfsScanFileTaskStop "," 1648 MsMpEng.exe",8700,,,,,,"C:\\Windows\System32\Tasks\Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319 64 Critical",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140711430651904,,,,,,,8750000,,7664477725785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 13:34:46.8102284Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreateInfo "," 1648 MsMpEng.exe",8700,,,,,,"C:\Windows\System32\Tasks\Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319 Critical",,,,,,,,,,,,,,,,,,,,,,,,,,,18446612156229116272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 13:34:46.8103576Z","ETW","Microsoft-Antimalware-Engine",30,"UfsScanFileTaskStart "," 1648 MsMpEng.exe",8700,,,,,,"C:\\Windows\System32\Tasks\Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319 Critical",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140711430651904,,,,,,,8750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 13:34:46.8144798Z","ETW","Microsoft-Antimalware-Engine",31,"UfsScanFileTaskStop "," 1648 MsMpEng.exe",8700,,,,,,"C:\\Windows\System32\Tasks\Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319 Critical",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140711430651904,,,,,,,8906250,,7664477793219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 13:34:46.8147974Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreateInfo "," 1648 MsMpEng.exe",8700,,,,,,"C:\Windows\System32\Tasks\Microsoft\Windows\Active Directory Rights Management Services Client\AD RMS Rights Policy Template Management (Automated)",,,,,,,,,,,,,,,,,,,,,,,,,,,18446612156271898992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 13:34:46.8149330Z","ETW","Microsoft-Antimalware-Engine",30,"UfsScanFileTaskStart "," 1648 MsMpEng.exe",8700,,,,,,"C:\\Windows\System32\Tasks\Microsoft\Windows\Active Directory Rights Management Services Client\AD RMS Rights Policy Template Management (Automated)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140711430651904,,,,,,,8906250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 13:34:46.8187320Z","ETW","Microsoft-Antimalware-Engine",31,"UfsScanFileTaskStop "," 1648 MsMpEng.exe",8700,,,,,,"C:\\Windows\System32\Tasks\Microsoft\Windows\Active Directory Rights Management Services Client\AD RMS Rights Policy Template Management (Automated)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140711430651904,,,,,,,8906250,,7664477838966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 13:34:46.8188936Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreateInfo "," 1648 MsMpEng.exe",8700,,,,,,"C:\Windows\System32\Tasks\Microsoft\Windows\Active Directory Rights Management Services Client\AD RMS Rights Policy Template Management (Manual)",,,,,,,,,,,,,,,,,,,,,,,,,,,18446612156265070960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 13:34:46.8190237Z","ETW","Microsoft-Antimalware-Engine",30,"UfsScanFileTaskStart "," 1648 MsMpEng.exe",8700,,,,,,"C:\\Windows\System32\Tasks\Microsoft\Windows\Active Directory Rights Management Services Client\AD RMS Rights Policy Template Management (Manual)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140711430651904,,,,,,,8906250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 13:34:46.8226452Z","ETW","Microsoft-Antimalware-Engine",31,"UfsScanFileTaskStop "," 1648 MsMpEng.exe",8700,,,,,,"C:\\Windows\System32\Tasks\Microsoft\Windows\Active Directory Rights Management Services Client\AD RMS Rights Policy Template Management (Manual)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140711430651904,,,,,,,8906250,,7664477879880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 13:34:46.8229196Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreateInfo "," 1648 MsMpEng.exe",8700,,,,,,"C:\Windows\System32\Tasks\Microsoft\Windows\AppID\EDP Policy Manager",,,,,,,,,,,,,,,,,,,,,,,,,,,18446612156224033136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 13:34:46.8230444Z","ETW","Microsoft-Antimalware-Engine",30,"UfsScanFileTaskStart "," 1648 MsMpEng.exe",8700,,,,,,"C:\\Windows\System32\Tasks\Microsoft\Windows\AppID\EDP Policy Manager",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140711430651904,,,,,,,8906250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 13:34:46.8267378Z","ETW","Microsoft-Antimalware-Engine",31,"UfsScanFileTaskStop "," 1648 MsMpEng.exe",8700,,,,,,"C:\\Windows\System32\Tasks\Microsoft\Windows\AppID\EDP Policy Manager",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140711430651904,,,,,,,8906250,,7664477920082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 13:34:46.8268993Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreateInfo "," 1648 MsMpEng.exe",8700,,,,,,"C:\Windows\System32\Tasks\Microsoft\Windows\AppID\PolicyConverter",,,,,,,,,,,,,,,,,,,,,,,,,,,18446612156412199280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 13:34:46.8270312Z","ETW","Microsoft-Antimalware-Engine",30,"UfsScanFileTaskStart "," 1648 MsMpEng.exe",8700,,,,,,"C:\\Windows\System32\Tasks\Microsoft\Windows\AppID\PolicyConverter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140711430651904,,,,,,,8906250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
