
timestamp_sys,timestamp_etw,src_type,provider_name,event_id,task_info,process_id,thread_id,ppid,pid,targetpid,targettid,message,filepath,cachename,result,vname,name,sigseq,sigsha,commandline,firstparam,secondparam,timestamp_ns,createtime,flags,imagechecksum,mandatorylabel,packagefullname,packagerelativeappid,parentprocessid,parentprocesssequencenumber,processsequencenumber,processtokenelevationtype,processtokeniselevated,securitymitigations,sessionid,timedatestamp,stackbase,stacklimit,startaddr,subprocesstag,tebbase,threadid,userstackbase,userstacklimit,win32startaddr,cycletime,commitcharge,commitpeak,cpucyclecount,exitcode,exittime,handlecount,hardfaultcount,readoperationcount,readtransferkilobytes,tokenelevationtype,writeoperationcount,writetransferkilobytes"2025-11-20 09:08:27.428712300Z","2025-11-20 09:08:27.4411060Z","myETW","EDRi-Provider",4242,"EDRiTask","16428 EDRi.exe",,,,,,"++ EDRi START MARKER ++",,,,,,,,,,,1763629707441106000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-20 09:08:28.413778700Z","2025-11-20 09:08:28.4461760Z","myETW","EDRi-Provider",4242,"EDRiTask","16428 EDRi.exe",,,,,,"++ EDRi START MARKER ++",,,,,,,,,,,1763629708446176000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-20 09:08:32.401606300Z","2025-11-20 09:08:32.4742243Z","myETW","EDRi-Provider",4242,"EDRiTask","16428 EDRi.exe",,,,,,"Before decrypting the attack exe from C:\Users\hacker\source\repos\EDR-Introspection\x64\Release\attacks\Injector-standard.exe.enc",,,,,,,,,,,1763629712474224300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-20 09:08:32.411100200Z","2025-11-20 09:08:32.4837168Z","myETW","EDRi-Provider",4242,"EDRiTask","16428 EDRi.exe",,,,,,"After decrypting the attack exe",,,,,,,,,,,1763629712483716800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-20 09:08:33.419370400Z","2025-11-20 09:08:33.4919945Z","myETW","EDRi-Provider",4242,"EDRiTask","16428 EDRi.exe",,,,,,"Before starting the attack exe",,,,,,,,,,,1763629713491994500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-20 09:08:48.7714609Z","2025-11-20 09:08:48.7714609Z","ETW","Microsoft-Windows-Kernel-Process",1,"ProcessStart Start "," 5184 explorer.exe",4816,,," 2512 attack-163.exe",,,"C:\Users\Public\Downloads\attack-163.exe",,,,,,,,,,1763629728771460900,134081033286987718,0,0,"0x","","",5184,140,8083,3,0,0,1,1763491559,,,,,,,,,,,,,,,,,,,,,,
"2025-11-20 09:08:48.7749625Z","2025-11-20 09:08:48.7749625Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start "," 5184 explorer.exe",4816,,," 2512 attack-163.exe",,,,,,,,,,,,,1763629728774962600,,,,,,,,,,,,,,,18446633084067389440,18446633084067364864,140695794960240,0,300388519936,16564,300387663872,300387659776,140695794960240,,,,,,,,,,,,,
"2025-11-20 09:08:48.7897342Z","2025-11-20 09:08:48.7897342Z","ETW","Microsoft-Windows-Kernel-Process",1,"ProcessStart Start "," 2512 attack-163.exe",16564,,," 7176 conhost.exe",,,"C:\Windows\System32\conhost.exe",,,,,,,,,,1763629728789734200,134081033287170649,0,1035098,"0x","","",2512,8083,8084,3,0,0,1,2671108986,,,,,,,,,,,,,,,,,,,,,,
"2025-11-20 09:08:48.7914471Z","2025-11-20 09:08:48.7914471Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start "," 2512 attack-163.exe",16564,,," 7176 conhost.exe",,,,,,,,,,,,,1763629728791447100,,,,,,,,,,,,,,,18446633083992858624,18446633083992834048,140696384751904,0,230263439360,16076,230265716736,230265708544,140696384751904,,,,,,,,,,,,,
"2025-11-20 09:08:49.2611096Z","2025-11-20 09:08:49.2611096Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start "," 2512 attack-163.exe",16564,,," 2512 attack-163.exe",,,,,,,,,,,,,1763629729261109600,,,,,,,,,,,,,,,18446633083995848704,18446633083995824128,140712899206080,0,300388528128,10092,300390809600,300390805504,140712899206080,,,,,,,,,,,,,
"2025-11-20 09:08:49.2615076Z","2025-11-20 09:08:49.2615076Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start "," 2512 attack-163.exe",16564,,," 2512 attack-163.exe",,,,,,,,,,,,,1763629729261507600,,,,,,,,,,,,,,,18446633083995877376,18446633083995852800,140712899206080,0,300388536320,15284,300391858176,300391854080,140712899206080,,,,,,,,,,,,,
"2025-11-20 09:08:49.2619669Z","2025-11-20 09:08:49.2619669Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start "," 2512 attack-163.exe",10092,,," 2512 attack-163.exe",,,,,,,,,,,,,1763629729261966900,,,,,,,,,,,,,,,18446633083996221440,18446633083996196864,140712899206080,0,300388544512,1648,300392906752,300392902656,140712899206080,,,,,,,,,,,,,
"2025-11-20 09:08:49.191311300Z","2025-11-20 09:08:49.2639252Z","myETW","Attack-Provider",1337,"AttackTask"," 2512 attack-163.exe",,,,,,"Injector started with PID 2512",,,,,,,,,,,1763629729263925200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-20 09:08:49.704042900Z","2025-11-20 09:08:49.7766624Z","myETW","EDRi-Provider",4242,"EDRiTask","16428 EDRi.exe",,,,,,"After starting the attack exe",,,,,,,,,,,1763629729776662400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-20 09:08:50.164590700Z","2025-11-20 09:08:50.2372466Z","myETW","Attack-Provider",1337,"AttackTask"," 2512 attack-163.exe",,,,,,"Running 'standard' config",,,,,,,,,,,1763629730237246600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
