
timestamp_sys,timestamp_etw,src_type,provider_name,event_id,task_info,process_id,thread_id,ppid,pid,targetpid,targettid,message,filepath,cachename,result,vname,name,sigseq,sigsha,commandline,firstparam,secondparam,timestamp_ns,cycletime,stackbase,stacklimit,startaddr,subprocesstag,tebbase,threadid,userstackbase,userstacklimit,win32startaddr,as version,av version,engine version,createattributes,createoptions,fileobject,irp,issuingthreadid,shareaccess,filekey,biggestoffsetwritten,creationtime,firstoffsetwritten,lastoffsetwritten,numberofwrites,smallestoffsetwritten,totalsizeofappends,totalsizeofwrites,createtime,flags,imagechecksum,mandatorylabel,packagefullname,packagerelativeappid,parentprocessid,parentprocesssequencenumber,processsequencenumber,processtokenelevationtype,processtokeniselevated,securitymitigations,sessionid,timedatestamp,allocationtype,baseaddress,callingprocesscreatetime,callingprocessid,callingprocessprotection,callingprocesssectionsignaturelevel,callingprocesssignaturelevel,callingprocessstartkey,callingthreadcreatetime,callingthreadid,originalprocesscreatetime,originalprocessid,originalprocessprotection,originalprocesssectionsignaturelevel,originalprocesssignaturelevel,originalprocessstartkey,protectionmask,regionsize,targetprocesscreatetime,targetprocessprotection,targetprocesssectionsignaturelevel,targetprocesssignaturelevel,targetprocessstartkey,accessmask,washardened,classification,eventtype,fileid,fileusn,info,scansource,desiredaccess,returncode,engineid,flags2high,flags2low,oldflags,oldflags2high,oldflags2low,source,integritylevel,imagepath,processcontextid,bytescopied,operationstatus,vavadallocationbase,vavadallocationprotect,vavadcommitsize,vavadmmfname,vavadqueryresult,vavadregionsize,vavadregiontype,featureid,targetthreadcreatetime,targetthreadid,defaultbase,imagebase,imagesize,data,startstop,threadtime,deltacpu,deltawall,attrid,attrseq,attrsubset,ismultiprocdetection,ismultiprocmatch,matchedthreatsnumber,fullregionsize,lastprotectionmask,targetaddress,first resource path,first resource type,id,resource count,scan source,type,startqpc,channel,eventid,connid,daddr,dport,saddr,seqnum,size,sport,commitcharge,commitpeak,cpucyclecount,exitcode,exittime,handlecount,hardfaultcount,readoperationcount,readtransferkilobytes,tokenelevationtype,writeoperationcount,writetransferkilobytes,apcargument1,apcargument1vadallocationbase,apcargument1vadallocationprotect,apcargument1vadcommitsize,apcargument1vadmmfname,apcargument1vadqueryresult,apcargument1vadregionsize,apcargument1vadregiontype,apcargument2,apcargument3,apcroutine,apcroutinevadallocationbase,apcroutinevadallocationprotect,apcroutinevadcommitsize,apcroutinevadmmfname,apcroutinevadqueryresult,apcroutinevadregionsize,apcroutinevadregiontype,realeventtime,targetthreadalertable,processimagepath,taintreason,process,reason,mss,rcvwin,rcvwinscale,sackopt,sndwinscale,tsopt,wsopt"2025-11-21 08:18:07.745904900Z","2025-11-21 08:18:07.7459079Z","myETW","EDRi-Provider",4242,"EDRiTask"," 6956 EDRi.exe",,,,,,"++ EDRi START MARKER ++",,,,,,,,,,,1763713087745907900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-21 08:18:07.8888799Z","2025-11-21 08:18:07.8888799Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop ","11192 ServiceHub.IntellicodeModelService.exe",8016,,,"11192 ServiceHub.IntellicodeModelService.exe",,,,,,,,,,,,,1763713087888879900,720829,18446606136507265024,18446606136507240448,140727378374304,0,911781642240,8016,911787425792,911787409408,140727378374304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-21 08:18:08.0789661Z","2025-11-21 08:18:08.0789661Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start "," 9536 PerfWatson2.exe",9600,,," 9536 PerfWatson2.exe",,,,,,,,,,,,,1763713088078966100,,18446606136507867136,18446606136507842560,140727378927344,0,1097944924160,13936,1097957638144,1097957621760,140727378927344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-21 08:18:08.0790024Z","2025-11-21 08:18:08.0790024Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start "," 9536 PerfWatson2.exe",9600,,," 9536 PerfWatson2.exe",,,,,,,,,,,,,1763713088079002400,,18446606136507924480,18446606136507899904,140727378374304,0,1097944932352,8440,1097941975040,1097941958656,140727378374304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-21 08:18:08.0937024Z","2025-11-21 08:18:08.0937024Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start "," 9536 PerfWatson2.exe",13936,,," 9536 PerfWatson2.exe",,,,,,,,,,,,,1763713088093702500,,18446606136508010496,18446606136507985920,140727378927344,0,1097944940544,1608,1097961832448,1097961816064,140727378927344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-21 08:18:09.5924406Z","2025-11-21 08:18:09.5924406Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 9536 PerfWatson2.exe",8440,,," 9536 PerfWatson2.exe",,,,,,,,,,,,,1763713089592440600,617852,18446606136507924480,18446606136507899904,140727378374304,0,1097944932352,8440,1097941975040,1097941958656,140727378374304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-21 08:18:10.7833055Z","2025-11-21 08:18:10.7833055Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start "," 6956 EDRi.exe",14276,,,"    4 System",,,,,,,,,,,,,1763713090783305500,,18446606136509046784,18446606136509022208,18446735280739041920,0,0,9860,0,0,18446735280739041920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-21 08:18:10.7835641Z","2025-11-21 08:18:10.7835641Z","ETW","Microsoft-Antimalware-Engine",4,"Versions  Info "," 3448 MsMpEng.exe",4032,,,,,,,,,,,,,,,,1763713090783564100,,,,,,,,,,,"1.441.375.0","1.441.375.0","1.1.25100.9002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-21 08:18:10.7839564Z","2025-11-21 08:18:10.7839564Z","ETW","Microsoft-Windows-Kernel-File",30,"CreateNewFile Info ","    4 System",9860,,,,,,"C:\Windows\System32\LogFiles\WMI\RtBackup\EtwRTEDRi-Misc.etl",,,,,,,,,,1763713090783956500,,,,,,,,,,,,,,128,83886112,18446641840156630416,18446641840163711368,9860,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-21 08:18:10.7839626Z","2025-11-21 08:18:10.7839626Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreate Info ","    4 System",9860,,,,,,"C:\Windows\System32\LogFiles\WMI\RtBackup\EtwRTEDRi-Misc.etl",,,,,,,,,,1763713090783962600,,,,,,,,,,,,,,,,,,,,18446667724413885248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-21 08:18:10.8169838Z","2025-11-21 08:18:10.8169838Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 3352 svchost.exe",2812,,," 3352 svchost.exe",,,,,,,,,,,,,1763713090816983800,628038,18446606136505655296,18446606136505630720,140727510913440,249,519489003520,2812,519498104832,519498072064,140727510913440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
