timestamp_etw,src_type,C_relevant,C_minimal,timestamp_sys,provider_name,event_id,task_info,process_id,thread_id,ppid,pid,targetpid,targettid,message,filepath,cachename,result,vname,name,sigseq,sigsha,commandline,firstparam,secondparam,stackbase,stacklimit,startaddr,subprocesstag,tebbase,threadid,timestamp_ns,userstackbase,userstacklimit,win32startaddr,defaultbase,imagebase,imagechecksum,imagesize,timedatestamp,cycletime,commitcharge,commitpeak,cpucyclecount,createtime,exitcode,exittime,handlecount,hardfaultcount,processsequencenumber,readoperationcount,readtransferkilobytes,tokenelevationtype,writeoperationcount,writetransferkilobytes,createattributes,createoptions,fileobject,irp,issuingthreadid,shareaccess,filekey,desiredaccess,returncode,connid,daddr,dport,mss,rcvwin,rcvwinscale,sackopt,saddr,seqnum,size,sndwinscale,sport,tsopt,wsopt,flags,mandatorylabel,packagefullname,packagerelativeappid,parentprocessid,parentprocesssequencenumber,processtokenelevationtype,processtokeniselevated,sessionid,baseaddress,callingprocesscreatetime,callingprocessid,callingprocessprotection,callingprocesssectionsignaturelevel,callingprocesssignaturelevel,callingprocessstartkey,callingthreadcreatetime,callingthreadid,lastprotectionmask,originalprocesscreatetime,originalprocessid,originalprocessprotection,originalprocesssectionsignaturelevel,originalprocesssignaturelevel,originalprocessstartkey,protectionmask,regionsize,targetprocesscreatetime,targetprocessprotection,targetprocesssectionsignaturelevel,targetprocesssignaturelevel,targetprocessstartkey,allocationtype
"2025-12-15 14:16:10.9136791Z","ETW","1","0","2025-12-15 14:16:10.9136791Z","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start "," 8200 EDRi.exe",5328,,,"    4 System",,,,,,,,,,,,,18446684154594426880,18446684154594398208,18446735304653792464,0,0,6492,1765808170913679100,0,0,18446735304653792464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:16:11.4312234Z","ETW","1","0","2025-12-15 14:16:11.4312234Z","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start ","    4 System",36,,," 5832 RuntimeBroker.exe",,,,,,,,,,,,,18446684154593771520,18446684154593742848,140729808179472,0,754639081472,8620,1765808171431223400,754640748544,754640699392,140729808179472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:16:11.4623933Z","myETW","1","1","2025-12-15 14:16:11.462389800Z","EDRi-Provider",4242,"EDRiTask"," 8200 EDRi.exe",,,,,,"++ EDRi START MARKER ++",,,,,,,,,,,,,,,,,1765808171462389800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:16:11.6393252Z","ETW","1","0","2025-12-15 14:16:11.6393252Z","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start "," 6720 explorer.exe",8664,,," 6720 explorer.exe",,,,,,,,,,,,,18446684154600423424,18446684154600394752,140729808179472,0,17219584,7292,1765808171639325200,226754560,226697216,140729808179472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:16:12.6357728Z","ETW","0","0","2025-12-15 14:16:12.6357728Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 7792 <not found>",5348,,," 7792 <not found>",,,"C:\Windows\System32\SHCore.dll",,,,,,,,,,,,,,,,1765808172635772800,,,,140729787023360,140729787023360,705789,708608,3896055862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:16:12.6358556Z","ETW","0","0","2025-12-15 14:16:12.6358556Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 7792 <not found>",5348,,," 7792 <not found>",,,"C:\Windows\System32\thumbcache.dll",,,,,,,,,,,,,,,,1765808172635855600,,,,140729174654976,140729174654976,443657,421888,3661098699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:16:12.6366274Z","ETW","1","0","2025-12-15 14:16:12.6366274Z","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 7792 <not found>",5348,,," 7792 <not found>",,,,,,,,,,,,,18446684154601603072,18446684154601574400,140729796719712,0,403477536768,5348,1765808172636627400,403485753344,403485720576,140729796719712,,,,,,29961348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:16:12.6379491Z","ETW","1","0","2025-12-15 14:16:12.6379491Z","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 7792 <not found>",7940,,," 7792 <not found>",,,,,,,,,,,,,18446684154592591872,18446684154592563200,140697314333920,0,403477487616,7940,1765808172637949100,403476840448,403476807680,140697314333920,,,,,,31637542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:16:12.6381054Z","ETW","1","0","2025-12-15 14:16:12.6381054Z","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 7792 <not found>",8144,,," 7792 <not found>",,,,,,,,,,,,,18446684154601078784,18446684154601050112,140729808179472,0,403477520384,8144,1765808172638105400,403483656192,403483623424,140729808179472,,,,,,6415444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:16:12.6384244Z","ETW","1","0","2025-12-15 14:16:12.6384244Z","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 7792 <not found>",6320,,," 7792 <not found>",,,,,,,,,,,,,18446684154601701376,18446684154601672704,140729808179472,0,403477553152,6320,1765808172638424400,403486801920,403486769152,140729808179472,,,,,,1133880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:16:12.6385135Z","ETW","1","0","2025-12-15 14:16:12.6385135Z","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 7792 <not found>",6396,,," 7792 <not found>",,,,,,,,,,,,,18446684154601406464,18446684154601377792,140729808179472,0,403477528576,6396,1765808172638513500,403484704768,403484672000,140729808179472,,,,,,178476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:16:12.6385431Z","ETW","1","0","2025-12-15 14:16:12.6385431Z","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 7792 <not found>",10052,,," 7792 <not found>",,,,,,,,,,,,,18446684154601144320,18446684154601115648,140729796719712,0,403477512192,10052,1765808172638543100,403482607616,403482574848,140729796719712,,,,,,104412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:16:12.6385705Z","ETW","1","0","2025-12-15 14:16:12.6385705Z","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 7792 <not found>",7816,,," 7792 <not found>",,,,,,,,,,,,,18446684154601242624,18446684154601213952,140729808179472,0,403477504000,7816,1765808172638570500,403481559040,403481526272,140729808179472,,,,,,70202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:16:12.6385965Z","ETW","1","0","2025-12-15 14:16:12.6385965Z","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 7792 <not found>",3028,,," 7792 <not found>",,,,,,,,,,,,,18446684154601013248,18446684154600984576,140729808179472,0,403477495808,3028,1765808172638596500,403480510464,403480477696,140729808179472,,,,,,329306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:16:12.6390104Z","ETW","0","0","2025-12-15 14:16:12.6390104Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 7792 <not found>",3028,,," 7792 <not found>",,,"C:\Windows\System32\dllhost.exe",,,,,,,,,,,,,,,,1765808172639010400,,,,140697314328576,140697314328576,54074,36864,1603640900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:16:12.6390226Z","ETW","0","0","2025-12-15 14:16:12.6390226Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 7792 <not found>",3028,,," 7792 <not found>",,,"C:\Windows\System32\propsys.dll",,,,,,,,,,,,,,,,1765808172639022600,,,,140729703399424,140729703399424,1053009,999424,351302805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:16:12.6390331Z","ETW","0","0","2025-12-15 14:16:12.6390331Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 7792 <not found>",3028,,," 7792 <not found>",,,"C:\Windows\System32\uxtheme.dll",,,,,,,,,,,,,,,,1765808172639033100,,,,140729722929152,140729722929152,640454,647168,3697381598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:16:12.6390463Z","ETW","0","0","2025-12-15 14:16:12.6390463Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 7792 <not found>",3028,,," 7792 <not found>",,,"C:\Windows\System32\kernel.appcore.dll",,,,,,,,,,,,,,,,1765808172639046300,,,,140729728106496,140729728106496,122143,73728,1990571354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:16:12.6390564Z","ETW","0","0","2025-12-15 14:16:12.6390564Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 7792 <not found>",3028,,," 7792 <not found>",,,"C:\Windows\System32\msvcp_win.dll",,,,,,,,,,,,,,,,1765808172639056400,,,,140729763168256,140729763168256,659111,643072,958749903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:16:12.6390657Z","ETW","0","0","2025-12-15 14:16:12.6390657Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 7792 <not found>",3028,,," 7792 <not found>",,,"C:\Windows\System32\bcrypt.dll",,,,,,,,,,,,,,,,1765808172639065700,,,,140729764151296,140729764151296,171668,159744,2220160889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:16:12.6390765Z","ETW","0","0","2025-12-15 14:16:12.6390765Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 7792 <not found>",3028,,," 7792 <not found>",,,"C:\Windows\System32\win32u.dll",,,,,,,,,,,,,,,,1765808172639076500,,,,140729765068800,140729765068800,183095,139264,3760910660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:16:12.6390867Z","ETW","0","0","2025-12-15 14:16:12.6390867Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 7792 <not found>",3028,,," 7792 <not found>",,,"C:\Windows\System32\ucrtbase.dll",,,,,,,,,,,,,,,,1765808172639086700,,,,140729765265408,140729765265408,1076532,1048576,2177850761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:16:12.6390973Z","ETW","0","0","2025-12-15 14:16:12.6390973Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 7792 <not found>",3028,,," 7792 <not found>",,,"C:\Windows\System32\gdi32full.dll",,,,,,,,,,,,,,,,1765808172639097300,,,,140729766313984,140729766313984,1167211,1150976,1288019395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:16:12.6391080Z","ETW","0","0","2025-12-15 14:16:12.6391080Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 7792 <not found>",3028,,," 7792 <not found>",,,"C:\Windows\System32\bcryptprimitives.dll",,,,,,,,,,,,,,,,1765808172639108000,,,,140729767493632,140729767493632,531569,532480,3309379821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:16:12.6391190Z","ETW","0","0","2025-12-15 14:16:12.6391190Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 7792 <not found>",3028,,," 7792 <not found>",,,"C:\Windows\System32\sechost.dll",,,,,,,,,,,,,,,,1765808172639119000,,,,140729784074240,140729784074240,647124,651264,2117042745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
