timestamp_sys,timestamp_etw,src_type,provider_name,event_id,task_info,process_id,thread_id,ppid,pid,targetpid,targettid,message,filepath,cachename,result,vname,name,sigseq,sigsha,commandline,firstparam,secondparam,timestamp_ns,createattributes,createoptions,fileobject,irp,issuingthreadid,shareaccess,filekey,desiredaccess,linksourcename,linktargetname,returncode,classification,eventtype,fileid,fileusn,info,scansource,creationtime,engineid,flags,flags2high,flags2low,oldflags,oldflags2high,oldflags2low,source,integritylevel,imagepath,processcontextid,stackbase,stacklimit,startaddr,subprocesstag,tebbase,threadid,userstackbase,userstacklimit,win32startaddr,featureid,accessmask,washardened,data,startstop,threadtime,deltacpu,deltawall,startqpc,id,process,reason,channel,eventid,cycletime,connid,daddr,dport,mss,rcvwin,rcvwinscale,sackopt,saddr,seqnum,size,sndwinscale,sport,tsopt,wsopt
"2025-11-03 08:16:01.857875500Z","2025-11-03 08:16:01.8578760Z","myETW","EDRi-Provider",4242,"EDRi-Event","  220 EDRi.exe",,,,,,"++ EDRi START MARKER ++",,,,,,,,,,,1762157761857876000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-03 08:16:05.0766593Z","2025-11-03 08:16:05.0766593Z","ETW","Microsoft-Windows-Kernel-File",30,"CreateNewFile Info ","    4 System",6936,,,,,,"C:\Windows\System32\LogFiles\WMI\RtBackup\EtwRTEDRi-Misc.etl",,,,,,,,,,1762157765076659300,128,83886112,18446614399718654912,18446614399680949000,6936,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-03 08:16:05.0766690Z","2025-11-03 08:16:05.0766690Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreate Info ","    4 System",6936,,,,,,"C:\Windows\System32\LogFiles\WMI\RtBackup\EtwRTEDRi-Misc.etl",,,,,,,,,,1762157765076669000,,,,,,,18446631986286761920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-03 08:16:11.6210209Z","2025-11-03 08:16:11.6210209Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreate Info ","    4 System",5164,,,,,,"C:\Windows\System32\config\systemprofile\AppData\Local\Packages\lpacsenseimdscollector:$DSC:$LOGGED_UTILITY_STREAM",,,,,,,,,,1762157771621020900,,,,,,,18446631986199362368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-03 08:16:11.6219200Z","2025-11-03 08:16:11.6219200Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreate Info ","    4 System",5164,,,,,,"C:\Windows\System32\config\systemprofile\AppData\Local\Packages\lpacsenseimdscollector\AC:$DSC:$LOGGED_UTILITY_STREAM",,,,,,,,,,1762157771621920000,,,,,,,18446631986103945360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-03 08:16:11.6257688Z","2025-11-03 08:16:11.6257688Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreate Info ","    4 System",5164,,,,,,"C:\Windows\System32\config\systemprofile\AppData\Local\Packages\lpacsenseimdscollector\AC\Temp:$DSC:$LOGGED_UTILITY_STREAM",,,,,,,,,,1762157771625768800,,,,,,,18446631986040178080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-03 08:16:11.6262150Z","2025-11-03 08:16:11.6262150Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreate Info ","    4 System",5164,,,,,,"C:\Windows\System32\config\systemprofile\AppData\Local\Packages\lpacsenseimdscollector\AC\INetCache:$DSC:$LOGGED_UTILITY_STREAM",,,,,,,,,,1762157771626215000,,,,,,,18446631986016628064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-03 08:16:11.6265900Z","2025-11-03 08:16:11.6265900Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreate Info ","    4 System",5164,,,,,,"C:\Windows\System32\config\systemprofile\AppData\Local\Packages\lpacsenseimdscollector\AC\INetHistory:$DSC:$LOGGED_UTILITY_STREAM",,,,,,,,,,1762157771626590000,,,,,,,18446631986187827408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-03 08:16:11.6273438Z","2025-11-03 08:16:11.6273438Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreate Info ","    4 System",5164,,,,,,"C:\Windows\System32\config\systemprofile\AppData\Local\Packages\lpacsenseimdscollector\AC\INetCookies:$DSC:$LOGGED_UTILITY_STREAM",,,,,,,,,,1762157771627343800,,,,,,,18446631986287856992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-03 08:16:16.8168197Z","2025-11-03 08:16:16.8168197Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",3,"NtCreateSymbolicLinkObject","    4 System",5164,,,,,,,,,,,,,,,,1762157776816819700,,,,,,,,983041,"\DosDevices\GIO","\Device\GIO",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
