timestamp_sys,timestamp_etw,src_type,provider_name,event_id,task_info,process_id,thread_id,ppid,pid,targetpid,targettid,message,filepath,cachename,result,vname,sigseq,sigsha,commandline,firstparam,secondparam,defaultbase,imagebase,imagechecksum,imagesize,timedatestamp,stackbase,stacklimit,startaddr,subprocesstag,tebbase,threadid,userstackbase,userstacklimit,win32startaddr,cycletime,commitcharge,commitpeak,cpucyclecount,createtime,exitcode,exittime,handlecount,hardfaultcount,processsequencenumber,readoperationcount,readtransferkilobytes,tokenelevationtype,writeoperationcount,writetransferkilobytes,flags,mandatorylabel,packagefullname,packagerelativeappid,parentprocessid,parentprocesssequencenumber,processtokenelevationtype,processtokeniselevated,securitymitigations,sessionid
"1970-01-01 00:00:00.000000000Z","2025-10-26 19:56:00.3957838Z","myETW","Attack-Provider",1337,"Attack-Provider","11452 attack-493.exe",,,,,,"[>]  After creating remote thread",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1970-01-01 00:00:00.000000000Z","2025-10-26 19:55:49.3955363Z","myETW","Attack-Provider",1337,"Attack-Provider","11452 attack-493.exe",,,,,,"[+] Injector started with PID 11452",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1970-01-01 00:00:00.000000000Z","2025-10-26 19:56:01.3865503Z","myETW","Attack-Provider",1337,"Attack-Provider","11452 attack-493.exe",,,,,,"[+] Attack done",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1970-01-01 00:00:00.000000000Z","2025-10-26 19:56:00.3951707Z","myETW","Attack-Provider",1337,"Attack-Provider","11452 attack-493.exe",,,,,,"[<] Before creating remote thread",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1970-01-01 00:00:00.000000000Z","2025-10-26 19:55:59.4191777Z","myETW","Attack-Provider",1337,"Attack-Provider","11452 attack-493.exe",,,,,,"[>]  After changing memory protection to PAGE_EXECUTE_READ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1970-01-01 00:00:00.000000000Z","2025-10-26 19:55:59.4186144Z","myETW","Attack-Provider",1337,"Attack-Provider","11452 attack-493.exe",,,,,,"[<] Before changing memory protection to PAGE_EXECUTE_READ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1970-01-01 00:00:00.000000000Z","2025-10-26 19:55:58.4328922Z","myETW","Attack-Provider",1337,"Attack-Provider","11452 attack-493.exe",,,,,,"[>]  After writing shellcode to process, at: 000001E530E10000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1970-01-01 00:00:00.000000000Z","2025-10-26 19:55:58.4321723Z","myETW","Attack-Provider",1337,"Attack-Provider","11452 attack-493.exe",,,,,,"[<] Before writing shellcode to process",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1970-01-01 00:00:00.000000000Z","2025-10-26 19:55:57.4516915Z","myETW","Attack-Provider",1337,"Attack-Provider","11452 attack-493.exe",,,,,,"[>]  After allocating memory for shellcode, at: 000001E530E10000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1970-01-01 00:00:00.000000000Z","2025-10-26 19:55:57.4500300Z","myETW","Attack-Provider",1337,"Attack-Provider","11452 attack-493.exe",,,,,,"[<] Before allocating memory for shellcode",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1970-01-01 00:00:00.000000000Z","2025-10-26 19:55:56.4632793Z","myETW","Attack-Provider",1337,"Attack-Provider","11452 attack-493.exe",,,,,,"[>]  After opening process handle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1970-01-01 00:00:00.000000000Z","2025-10-26 19:55:56.4562429Z","myETW","Attack-Provider",1337,"Attack-Provider","11452 attack-493.exe",,,,,,"[<] Before opening process handle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1970-01-01 00:00:00.000000000Z","2025-10-26 19:55:55.4771268Z","myETW","Attack-Provider",1337,"Attack-Provider","11452 attack-493.exe",,,,,,"[>]  After starting subprocess with PID 8708",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1970-01-01 00:00:00.000000000Z","2025-10-26 19:55:55.4204622Z","myETW","Attack-Provider",1337,"Attack-Provider","11452 attack-493.exe",,,,,,"[<] Before starting subprocess to inject to",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 19:55:20.5990333Z","2025-10-26 19:55:20.5990333Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","11960 MsMpEng.exe",11684,,,"11960 MsMpEng.exe",,,"C:\Windows\System32\taskschd.dll",,,,,,,,,140726523396096,140726523396096,696212,659456,814776970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 19:55:22.142803700Z","2025-10-26 19:55:22.1428071Z","myETW","EDRi-Provider",4242,"EDRi-Event"," 8964 EDRi.exe",,,,,,"++ EDRi START MARKER ++",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 19:55:22.400874100Z","2025-10-26 19:55:22.4008783Z","myETW","EDRi-Provider",4242,"EDRi-Event"," 8964 EDRi.exe",,,,,,"++ EDRi START MARKER ++",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 19:55:22.656310300Z","2025-10-26 19:55:22.6563141Z","myETW","EDRi-Provider",4242,"EDRi-Event"," 8964 EDRi.exe",,,,,,"++ EDRi START MARKER ++",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 19:55:22.911426000Z","2025-10-26 19:55:22.9114305Z","myETW","EDRi-Provider",4242,"EDRi-Event"," 8964 EDRi.exe",,,,,,"++ EDRi START MARKER ++",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 19:55:23.5210637Z","2025-10-26 19:55:23.5210637Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","11960 MsMpEng.exe",11508,,,"11960 MsMpEng.exe",,,"C:\Windows\System32\xmllite.dll",,,,,,,,,140726421225472,140726421225472,292265,278528,2224723375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 19:55:23.5278964Z","2025-10-26 19:55:23.5278964Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","11960 MsMpEng.exe",9272,,,"11960 MsMpEng.exe",,,,,,,,,,,,,,,,,18446742479315611648,18446742479315587072,140726630206128,247,22532657152,9616,22540189696,22540124160,140726630206128,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 19:55:23.6181619Z","2025-10-26 19:55:23.6181619Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","11960 MsMpEng.exe",11508,,,"11960 MsMpEng.exe",,,,,,,,,,,,,,,,,18446742479317757952,18446742479317733376,140726620713344,247,22532665344,6700,22548054016,22548033536,140726620713344,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 19:55:23.6216865Z","2025-10-26 19:55:23.6216865Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","11960 MsMpEng.exe",4060,,,"11960 MsMpEng.exe",,,,,,,,,,,,,,,,,18446742479317823488,18446742479317798912,140726660193216,247,22532673536,9928,22549626880,22549561344,140726660193216,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 19:55:23.6770318Z","2025-10-26 19:55:23.6770318Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop ","11960 MsMpEng.exe",4564,,,"11960 MsMpEng.exe",,,,,,,,,,,,,,,,,18446742479318945792,18446742479318921216,140726660193216,0,22532624384,4564,22537043968,22536978432,140726660193216,182981400,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 19:55:23.7829256Z","2025-10-26 19:55:23.7829256Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","10216 svchost.exe",11180,,,"    4 System",,,,,,,,,,,,,,,,,18446742479318974464,18446742479318949888,18446735310816054304,266,0,9464,0,0,18446735310816054304,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 19:55:35.1959006Z","2025-10-26 19:55:35.1959006Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart "," 8964 EDRi.exe",6016,,,"11960 MsMpEng.exe",,,,,,,,,,,,,,,,,18446742479323312128,18446742479323287552,1160589348560,0,22532681728,3380,22537043968,22536978432,1160589348560,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 19:55:35.1970241Z","2025-10-26 19:55:35.1970241Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","11960 MsMpEng.exe",3380,,,"11960 MsMpEng.exe",,,,,,,,,,,,,,,,,18446742479294500864,18446742479294476288,1160590802224,0,22532689920,11704,22550151168,22550085632,1160590802224,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 19:55:35.1971308Z","2025-10-26 19:55:35.1971308Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop ","11960 MsMpEng.exe",3380,,,"11960 MsMpEng.exe",,,,,,,,,,,,,,,,,18446742479323312128,18446742479323287552,1160589348560,0,22532681728,3380,22537043968,22536978432,1160589348560,416860,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 19:55:35.4087621Z","2025-10-26 19:55:35.4087621Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop ","11960 MsMpEng.exe",11704,,,"11960 MsMpEng.exe",,,,,,,,,,,,,,,,,18446742479294500864,18446742479294476288,1160590802224,0,22532689920,11704,22550151168,22550085632,1160590802224,693035640,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 19:55:43.8846612Z","2025-10-26 19:55:43.8846612Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop ","11960 MsMpEng.exe",5616,,,"11960 MsMpEng.exe",,,,,,,,,,,,,,,,,18446742479328194560,18446742479328169984,140724195441952,247,22532403200,5616,22542286848,22542221312,140724195441952,624340,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 19:55:43.8846626Z","2025-10-26 19:55:43.8846626Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop ","11960 MsMpEng.exe",1244,,,"11960 MsMpEng.exe",,,,,,,,,,,,,,,,,18446742479334793216,18446742479334768640,140724195441952,247,22532419584,1244,22543335424,22543269888,140724195441952,685140,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 19:55:43.8846648Z","2025-10-26 19:55:43.8846648Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop ","11960 MsMpEng.exe",1656,,,"11960 MsMpEng.exe",,,,,,,,,,,,,,,,,18446742479301820416,18446742479301795840,140724195441952,247,22532411392,1656,22542811136,22542745600,140724195441952,607620,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 19:55:43.8847022Z","2025-10-26 19:55:43.8847022Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop ","11960 MsMpEng.exe",10908,,,"11960 MsMpEng.exe",,,,,,,,,,,,,,,,,18446742479267635200,18446742479267610624,140724195441952,247,22532427776,10908,22543859712,22543794176,140724195441952,615980,,,,,,,,,,,,,,,,,,,,,,,,
