timestamp,src_type,provider_name,event_id,task_info,process_id,thread_id,ppid,pid,targetpid,targettid,message,filepath,cachename,result,vname,sigseq,sigsha,commandline,firstparam,secondparam,allocationtype,baseaddress,callingprocesscreatetime,callingprocessid,callingprocessprotection,callingprocesssectionsignaturelevel,callingprocesssignaturelevel,callingprocessstartkey,callingthreadcreatetime,callingthreadid,originalprocesscreatetime,originalprocessid,originalprocessprotection,originalprocesssectionsignaturelevel,originalprocesssignaturelevel,originalprocessstartkey,protectionmask,regionsize,targetprocesscreatetime,targetprocessprotection,targetprocesssectionsignaturelevel,targetprocesssignaturelevel,targetprocessstartkey,cycletime,stackbase,stacklimit,startaddr,subprocesstag,tebbase,threadid,userstackbase,userstacklimit,win32startaddr,createattributes,createoptions,fileobject,irp,issuingthreadid,shareaccess,filekey,desiredaccess,returncode,classification,eventtype,fileid,fileusn,info,scansource,defaultbase,imagebase,imagechecksum,imagesize,timedatestamp,engineid,threadtime,startqpc,data,startstop,deltacpu,deltawall,connid,daddr,dport,saddr,seqnum,size,sport,mss,rcvwin,rcvwinscale,sackopt,sndwinscale,tsopt,wsopt,createtime,flags,mandatorylabel,packagefullname,packagerelativeappid,parentprocessid,parentprocesssequencenumber,processsequencenumber,processtokenelevationtype,processtokeniselevated,securitymitigations,sessionid,creationtime,flags2high,flags2low,oldflags,oldflags2high,oldflags2low,source,integritylevel,imagepath,processcontextid,accessmask,washardened,featureid,bytescopied,operationstatus,vavadallocationbase,vavadallocationprotect,vavadcommitsize,vavadmmfname,vavadqueryresult,vavadregionsize,vavadregiontype,targetthreadcreatetime,targetthreadid,id,process,reason,channel,eventid,fullregionsize,lastprotectionmask,targetaddress,featuretype,keypath,newvalue,oldvalue,usermode,valuename,commitcharge,commitpeak,cpucyclecount,exitcode,exittime,handlecount,hardfaultcount,readoperationcount,readtransferkilobytes,tokenelevationtype,writeoperationcount,writetransferkilobytes,targetprocesscreationtime,Source Name,Long Description,Timestamp
"2025-10-01 17:40:08.4847246Z","ETW-TI","Microsoft-Windows-Threat-Intelligence",6,"KERNEL_THREATINT_TASK_ALLOCVM"," 3220 MsMpEng.exe",7384,,," 3220 MsMpEng.exe",,,,,,,,,,,,12288,2586916290560,134038135992899840,3220,49,7,55,7036874417766472,134038136080879597,7384,134038135992899840,3220,49,7,55,7036874417766472,"RWX",315392,134038135992899840,49,7,55,7036874417766472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ETW,,2020-20-20 20:20:20
"2025-10-01 17:40:08.5298865Z","ETW-TI","Microsoft-Windows-Threat-Intelligence",6,"KERNEL_THREATINT_TASK_ALLOCVM"," 3220 MsMpEng.exe",7384,,," 3220 MsMpEng.exe",,,,,,,,,,,,12288,2586916290560,134038135992899840,3220,49,7,55,7036874417766472,134038136080879597,7384,134038135992899840,3220,49,7,55,7036874417766472,"RWX",315392,134038135992899840,49,7,55,7036874417766472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ETW,,2020-20-20 20:20:20
"2025-10-01 17:40:09.5501000Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 7420 smartscreen.exe",2020,,," 7420 smartscreen.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2069480,18446652278657220608,18446652278657196032,140725012356032,0,177799532544,2020,177801789440,177801768960,140725012356032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 17:40:09.5877269Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","10552 EDRi.exe",1836,,,"    4 System",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18446652278689251328,18446652278689226752,18446735289504795696,0,0,3032,0,0,18446735289504795696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 17:40:09.5883795Z","ETW","Microsoft-Windows-Kernel-File",30,"CreateNewFileInfo ","    4 System",3032,,,,,,"C:\Windows\System32\LogFiles\WMI\RtBackup\EtwRTEDRi-Misc.etl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,83886112,18446712200687754816,18446712200736153848,3032,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 17:40:09.5883967Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreateInfo ","    4 System",3032,,,,,,"C:\Windows\System32\LogFiles\WMI\RtBackup\EtwRTEDRi-Misc.etl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18446692992522422016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 17:40:09.7251536Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",6,"Info "," 3220 MsMpEng.exe",7384,,," 3220 MsMpEng.exe",7384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 17:40:09.7565999Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",6,"Info "," 3220 MsMpEng.exe",7384,,," 3220 MsMpEng.exe",7384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 17:40:09.9007727Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info "," 8172 procexp64.exe",2352,,,"    4 System",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33554432,3221225506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 17:40:09.9008068Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info "," 8172 procexp64.exe",2352,,,"    4 System",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 17:40:09.9085292Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info "," 8172 procexp64.exe",2352,,," 3116 MpDefenderCoreService.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33554432,3221225506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 17:40:09.9085406Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info "," 8172 procexp64.exe",2352,,," 3116 MpDefenderCoreService.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
