timestamp,type,provider_name,event_id,task_info,process_id,thread_id,ppid,pid,targetpid,targettid,message,filepath,cachename,result,vname,sigseq,sigsha,commandline,firstparam,secondparam,cycletime,stackbase,stacklimit,startaddr,subprocesstag,tebbase,threadid,userstackbase,userstacklimit,win32startaddr,createtime,flags,imagechecksum,mandatorylabel,packagefullname,packagerelativeappid,parentprocessid,parentprocesssequencenumber,processsequencenumber,processtokenelevationtype,processtokeniselevated,securitymitigations,sessionid,timedatestamp,defaultbase,imagebase,imagesize,commitcharge,commitpeak,cpucyclecount,exitcode,exittime,handlecount,hardfaultcount,readoperationcount,readtransferkilobytes,tokenelevationtype,writeoperationcount,writetransferkilobytes
"2025-09-18 13:19:03.6106673Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop ","    4 System",15568,,,"    4 System",,,,,,,,,,,,3798860,18446712763334930432,18446712763334905856,18446735309786380832,0,0,15568,0,0,18446735309786380832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-18 13:19:03.6107603Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","14044 EDRi.exe",11988,,,"    4 System",,,,,,,,,,,,,18446712763334930432,18446712763334905856,18446735309786380832,0,0,12536,0,0,18446735309786380832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-18 13:19:13.1194494Z","Custom","EDRi-Provider",4242,"[+] EDRi START MARKER","14044 EDRi.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-18 13:19:13.3732266Z","Custom","EDRi-Provider",4242,"[+] EDRi START MARKER","14044 EDRi.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-18 13:19:13.6263034Z","Custom","EDRi-Provider",4242,"[+] EDRi START MARKER","14044 EDRi.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-18 13:19:13.8804761Z","Custom","EDRi-Provider",4242,"[+] EDRi START MARKER","14044 EDRi.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-18 13:19:14.1353318Z","Custom","EDRi-Provider",4242,"[<] Before decrypting the attack exe","14044 EDRi.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-18 13:19:14.1370608Z","Custom","EDRi-Provider",4242,"[>]  After decrypting the attack exe","14044 EDRi.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-18 13:19:15.1513136Z","Custom","EDRi-Provider",4242,"[<] Before executing the attack exe","14044 EDRi.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-18 13:19:16.2673365Z","ETW","Microsoft-Windows-Kernel-Process",1,"ProcessStartStart ","14044 EDRi.exe",12312,,,"  760 attack.exe",,,"C:\Users\Public\Downloads\attack.exe",,,,,,,,,,,,,,,,,,,134026751562672701,0,0,"0x","","",14044,11389,11390,2,1,0,1,1756716975,,,,,,,,,,,,,,,
"2025-09-18 13:19:16.2707103Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","14044 EDRi.exe",12312,,,"  760 attack.exe",,,,,,,,,,,,,18446712763262050304,18446712763262025728,140698331202160,0,208653377536,5244,208655089664,208655085568,140698331202160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-18 13:19:16.2781704Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","  760 attack.exe",5244,,,"  760 attack.exe",,,"C:\Users\Public\Downloads\attack.exe",,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1756716975,140698331185152,140698331185152,53248,,,,,,,,,,,,
"2025-09-18 13:19:16.2782006Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","  760 attack.exe",5244,,,"  760 attack.exe",,,"C:\Windows\System32\ntdll.dll",,,,,,,,,,,,,,,,,,,,,2572841,,,,,,,,,,,244743817,140726304899072,140726304899072,2527232,,,,,,,,,,,,
"2025-09-18 13:19:16.2787598Z","Custom","EDRi-Provider",4242,"[>]  After executing the attack exe","14044 EDRi.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
